Date,Open,High,Low,Close,Volume,Change
2009-11-26,59013,60112,58542,59485,214139,0.002646305285868289
2009-11-27,58542,59013,56973,56973,176376,-0.04222913339497347
2009-11-30,57758,58856,57287,58072,174785,0.019289839046565893
2009-12-01,57915,59013,56816,57758,431458,-0.005407080865132974
2009-12-02,57915,59798,57444,59642,213188,0.0326188579936979
2009-12-03,59327,60740,59170,60740,180949,0.01840984541095203
2009-12-04,60740,62152,60112,60740,288897,0.0
2009-12-07,61838,62152,61054,61839,142970,0.018093513335528444
2009-12-08,61211,62937,61211,62624,201409,0.012694254434903574
2009-12-09,62466,64977,62466,64978,343356,0.03758942258559017
2009-12-10,64193,65919,62780,65920,451937,0.01449721444181118
2009-12-11,64977,65919,63408,64036,258952,-0.02858009708737863
2009-12-14,64193,64350,62152,63095,301311,-0.014694859141732741
2009-12-15,63094,64036,62623,63252,205219,0.0024883112766462823
2009-12-16,63408,65448,61054,62153,552108,-0.017374944665781267
2009-12-17,62152,62780,60740,61525,307735,-0.010104097951828539
2009-12-18,61838,61995,60269,60897,225907,-0.010207232832182056
2009-12-21,60897,61525,60583,61054,205137,0.0025781237170960924
2009-12-22,61681,61681,59955,60583,187448,-0.007714482261604427
2009-12-23,60583,62623,60269,62467,270326,0.031097832725351937
2009-12-24,62937,63565,61681,62781,253665,0.005026654073350789
2009-12-28,61838,62780,59955,59956,287230,-0.04499769038403334
2009-12-29,59013,60897,59013,60897,148515,0.015694842884782068
2009-12-30,61054,61054,59641,60269,233858,-0.01031249486838437
2010-01-04,59641,60740,59327,60583,239168,0.005209975277505885
2010-01-05,60112,61525,59641,60583,225816,0.0
2010-01-06,60583,61838,60269,60269,314863,-0.0051829721208920265
2010-01-07,60426,61525,59955,60427,179990,0.002621579916706862
2010-01-08,60426,61211,58386,58386,217263,-0.03377629205487609
2010-01-11,58071,59170,56816,57601,368378,-0.013445003939300482
2010-01-12,58386,60269,58071,60269,345142,0.04631864030138355
2010-01-13,59484,60269,57758,58700,211340,-0.026033284109575394
2010-01-14,58228,59013,57287,57287,316643,-0.024071550255536645
2010-01-15,57287,57758,56188,56817,303942,-0.00820430464154176
2010-01-18,56816,58856,56816,58543,233263,0.03037823186722277
2010-01-19,59170,60269,57601,58229,241041,-0.005363578907811362
2010-01-20,58699,58856,56816,58386,216551,0.0026962510089474367
2010-01-21,57758,59641,57601,59328,231874,0.016134004727160534
2010-01-22,58542,58856,57130,57915,260775,-0.02381674757281549
2010-01-25,57130,59013,56973,59014,190580,0.018976085642752327
2010-01-26,58856,59170,57758,58700,247881,-0.005320771342393282
2010-01-27,58542,59013,57601,58072,175087,-0.010698466780238447
2010-01-28,57915,59484,56816,57130,242138,-0.01622124259539881
2010-01-29,56973,57287,53363,54305,365337,-0.049448625940836655
2010-02-01,54148,54148,51950,52893,314485,-0.02600128901574439
2010-02-02,53363,54148,52421,52893,251886,0.0
2010-02-03,52892,53520,51323,52265,587920,-0.011873026676497811
2010-02-04,52892,54619,52735,53991,603551,0.0330240122452885
2010-02-05,52107,53363,51950,52422,221041,-0.029060398955381483
2010-02-08,52578,54305,52421,53207,193049,0.014974628972568738
2010-02-09,52421,53206,50852,51480,395017,-0.03245813520777341
2010-02-10,52264,52264,50538,50538,263845,-0.018298368298368284
2010-02-11,51009,52421,50852,52422,295814,0.037278879259171394
2010-02-12,53991,55089,53363,54462,474912,0.038914959368204105
2010-02-16,54776,56188,54305,55404,230516,0.0172964635892916
2010-02-17,56031,56345,54462,55561,252869,0.0028337304165764188
2010-02-18,55246,55560,54148,54148,192027,-0.025431507712244228
2010-02-19,53834,54619,53206,53991,171905,-0.0028994607372386794
2010-02-22,54776,55874,54619,55247,200451,0.023263136448667288
2010-02-23,55246,56031,55246,55247,80911,0.0
2010-02-24,54305,56188,54305,55875,94955,0.011367133056998657
2010-02-25,55874,56659,55403,56660,194290,0.014049217002237047
2010-02-26,56502,57601,55717,56817,150853,0.002770914225203036
2010-03-02,58228,59327,57444,59171,265679,0.04143126177024481
2010-03-03,59327,59641,57287,57444,226798,-0.029186594784607278
2010-03-04,57915,59013,57601,58072,107898,0.01093238632407223
2010-03-05,58071,59327,57915,58072,171699,0.0
2010-03-08,59484,60112,58856,60112,310224,0.03512880562060894
2010-03-09,60269,60269,59013,60269,140615,0.0026117913228640433
2010-03-10,60269,60583,58542,58700,172224,-0.026033284109575394
2010-03-11,59170,59641,58542,59328,175976,0.010698466780238558
2010-03-12,59484,59641,57444,59328,175362,0.0
2010-03-15,59484,59641,57601,57758,104138,-0.02646305285868389
2010-03-16,57601,59013,57287,59014,142101,0.021745905329131787
2010-03-17,59484,59641,59013,59485,103795,0.007981157013589923
2010-03-18,58699,59484,57444,57444,227563,-0.03431117088341595
2010-03-19,57758,58542,57601,58386,85627,0.016398579486108122
2010-03-22,58856,59013,57601,57758,273246,-0.01075600315144043
2010-03-23,58386,59641,58228,59642,291888,0.0326188579936979
2010-03-24,59327,60269,59013,59171,87981,-0.007897119479561399
2010-03-25,59641,59955,58699,59642,160707,0.007959980395801924
2010-03-26,60269,60269,58856,59328,155870,-0.005264746319707636
2010-03-29,59170,59641,58699,59171,69427,-0.0026463052858684
2010-03-30,59170,59484,56188,56817,621726,-0.039783001808318286
2010-03-31,56973,57130,56188,56503,301280,-0.005526514951511019
2010-04-01,56816,59170,56502,58857,341947,0.04166150469886554
2010-04-02,58542,58856,57601,58072,127403,-0.013337411013133571
2010-04-05,58071,59798,58071,59328,199261,0.021628323460531673
2010-04-06,59955,60583,59170,59956,196814,0.0105852211434736
2010-04-07,59955,61838,59798,59956,334560,0.0
2010-04-08,60112,61054,59955,60897,167137,0.015694842884782068
2010-04-09,60269,60583,58856,59642,249182,-0.020608568566596097
2010-04-12,59170,60112,59013,59642,120366,0.0
2010-04-13,61211,61368,60269,61368,292421,0.02893933805036708
2010-04-14,61525,62309,60897,61368,202142,0.0
2010-04-15,61054,61368,59955,61211,175868,-0.0025583365923608214
2010-04-16,60583,60740,58228,59014,461381,-0.03589224159056381
2010-04-19,59013,59013,57287,57601,154595,-0.023943471040769992
2010-04-20,57915,57915,56816,56973,362210,-0.010902588496727539
2010-04-21,57601,59327,57444,58543,493549,0.02755691292366569
2010-04-22,58699,58699,57444,58072,160511,-0.008045368361716987
2010-04-23,58699,58699,57601,58072,112777,0.0
2010-04-26,58228,59484,58228,59328,144348,0.021628323460531673
2010-04-27,59170,60112,58699,59956,171538,0.0105852211434736
2010-04-28,58699,60426,58386,59956,307497,0.0
2010-04-29,59955,59955,58386,59642,212659,-0.0052371739275468565
2010-04-30,59798,59798,58228,58229,177011,-0.023691358438684196
2010-05-03,58071,58856,56188,56503,381188,-0.029641587525116364
2010-05-04,56816,57130,54148,54776,482606,-0.030564748774401407
2010-05-06,53834,56816,53677,56660,408308,0.03439462538337956
2010-05-07,54619,56188,54619,55090,280128,-0.027709142252029695
2010-05-10,55246,56188,55246,55718,209063,0.011399528045017204
2010-05-11,56188,56659,55246,56032,195042,0.005635521734448368
2010-05-12,56659,57915,56659,57130,213788,0.01959594517418628
2010-05-13,57130,57601,57130,57130,117116,0.0
2010-05-14,57130,57444,56973,57130,166751,0.0
2010-05-17,56659,57444,54932,56346,183960,-0.013723087694731295
2010-05-18,55874,56502,54619,55718,121482,-0.011145422922656412
2010-05-19,56188,56659,54932,55090,132488,-0.011271043468896957
2010-05-20,54619,56502,54619,56503,106576,0.025648938101288765
2010-05-24,55874,57915,55089,55404,170168,-0.019450294674619006
2010-05-25,55089,55717,53520,54776,205648,-0.011334921666305675
2010-05-26,54619,54933,53834,54776,291123,0.0
2010-05-27,53991,54305,53206,53364,280786,-0.025777712866949076
2010-05-28,54305,54619,53520,54305,257788,0.0176336106738626
2010-05-31,54619,55717,54462,54619,222487,0.005782156339195321
2010-06-01,55560,56659,55089,56189,225379,0.02874457606327474
2010-06-03,56659,56659,55717,56660,182511,0.00838242360604391
2010-06-04,56659,57444,56502,57444,151298,0.013836921990822537
2010-06-07,56973,57444,55874,56189,180826,-0.0218473643896665
2010-06-08,56502,57287,56188,57130,102783,0.016747050134367836
2010-06-09,57287,57915,56502,57915,139943,0.013740591633117472
2010-06-10,58542,58542,56816,56817,179656,-0.018958818958819013
2010-06-11,57444,58699,57287,58700,209170,0.033141489342978225
2010-06-14,59327,61211,59013,60583,285031,0.03207836456558777
2010-06-15,60112,60583,59327,59799,150032,-0.012940924021590194
2010-06-16,60583,60740,59013,59485,133781,-0.0052509239284938
2010-06-17,59327,59327,58071,58072,257203,-0.023753887534672558
2010-06-18,58699,59484,57601,57915,217201,-0.002703540432566487
2010-06-21,58386,59641,58071,59171,214111,0.02168695502028828
2010-06-22,58542,59798,58071,59642,149847,0.007959980395801924
2010-06-23,58856,59798,58071,58700,168869,-0.015794238959122797
2010-06-24,58699,59327,58386,58543,111541,-0.0026746166950596395
2010-06-25,58386,58386,56816,57130,173164,-0.02413610508515107
2010-06-28,57130,57601,56502,57287,118066,0.002748118326623583
2010-06-29,57758,58228,56816,56817,96752,-0.00820430464154176
2010-06-30,56502,57758,56345,57601,129554,0.013798687012689825
2010-07-01,58071,59955,57601,59171,313243,0.027256471241818625
2010-07-02,59170,59798,58542,58857,125047,-0.005306653597201283
2010-07-05,59484,61681,59327,61054,409677,0.037327760504273
2010-07-06,61054,63722,60583,63722,456244,0.04369902053919472
2010-07-07,63722,63722,60583,61054,536381,-0.041869370076268786
2010-07-08,61525,61995,59798,61054,232524,0.0
2010-07-09,61368,62309,60426,62153,161901,0.018000458610410552
2010-07-12,62152,63094,61525,61839,275128,-0.0050520489759142695
2010-07-13,62152,62623,61054,61211,264637,-0.010155403547922881
2010-07-14,60897,61838,60740,61054,256292,-0.0025648984659619734
2010-07-15,61054,61211,59955,60269,245662,-0.01285747043600749
2010-07-16,60269,62309,60112,62153,231328,0.03125985166503509
2010-07-19,61995,62152,60897,60897,169937,-0.020208195903657078
2010-07-20,60897,61368,60112,60269,192366,-0.01031249486838437
2010-07-21,60583,60897,59170,60112,214908,-0.0026049876387529425
2010-07-22,59641,60426,58699,59014,182024,-0.01826590364652647
2010-07-23,59798,61054,59798,61054,199184,0.03456806859389294
2010-07-26,61525,61838,60740,61525,192715,0.007714482261604427
